"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyIPercent","uncertaintyOPixel","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyAreaPercent","uncertaintyPerimeterPixel","uncertaintyPerimeterPercent","uncertaintytotalPixel","uncertaintytotalPercent","middleX","middleY","middleIGRID","middleOGRID"
"9885",741,741,5500561,41,3,4,"28.25","42","80","67.5",48,12,-1,-1,1325,1323,1327,296,296,"keine Synchronisierung mit dem Masterplan 2030","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",41,"classic","PU8",1325,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- Masterplan ist nicht fertig gestellt (Genehmigung durch AR notwendig?) <br>- Projektpriorisierung  ist nicht eindeutig ==> keine ausreichende Abstimmung der Planungen des Projekts Kopfzentrum mit anderen leistungsbedingten Einflussbereichen wie z. B.  onkologisches Zentrum, ELKI (akute und ambulante Behandlung von Kindern)","'- Standortstrategie nicht einhaltbar <br>- Terminkollisionen",113,320,168,270,NA,2,5,2,3,FALSE,TRUE,NA,207,51.75,102,25.5,21114,13.19625,618,38.625,309,38.625,216.5,219,3,3
"9887",741,741,5500699,62,5,3,"27","52.25","100","80",60,15,-1,-1,1327,1325,1329,320,320,"keine Genehmigung ausreichender finanzieller Mittel","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",42,"classic","PU9",1327,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- gedeckeltes Landesbudget <br>- Projektunschärfe im Budget nicht abdeckbar <br>- im Laufe des Projekts entstehende Mehrkosten (siehe auch diverse angeführte Risiken)","	- keine bzw. nur eingeschränkte Umsetzung des Projekts <br>- Mehrkosten",108,400,209,320,NA,2,5,1,3,TRUE,TRUE,NA,292,73,111,27.75,32412,20.2575,806,50.375,403,50.375,254,264.5,4,2
"9889",741,741,5500837,14,4,3,"27.5","52.5","65","72.25",48,12,-1,-1,1329,1327,1333,321,321,"Terminkollisionen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",43,"classic","PU10",1329,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- mehrere gleichzeitig laufende Projekte (AUVA CHO) <br>- gleiches Baufeld mit etwaigen Projekt AUVA CHO","	- Projektverzögerung <br>- gleichzeitiger Zugriff auf Firmen <br>- Einschränkung der Zufahrtbereiche",110,260,210,289,NA,2,4,2,3,TRUE,TRUE,NA,150,37.5,79,19.75,11850,7.40625,458,28.625,229,28.625,185,249.5,3,2
"9891",741,741,5500975,21,3,3,"29.25","60.25","65.5","74.25",36,9,-1,-1,1333,1329,1335,299,299,"keine Identifikation der Schlüsselpositionen mit dem Projekt und den damit in Verbindung stehenden Zielen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",44,"classic","PV1",1333,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>- RSG Vorgaben nicht bekannt","Projektverzögerung",117,262,241,297,NA,2,4,2,2,FALSE,TRUE,NA,145,36.25,56,14,8120,5.075,402,25.125,201,25.125,189.5,269,3,2
"9893",741,741,5501113,14,4,3,"24.25","49","69.75","72.5",48,12,-1,-1,1335,1333,1337,300,300,"Planungsfehler (z. B. Vorhabensbudget, Investitionsprogramm, Betriebsbudget, Folgekosten usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",45,"classic","PV2",1335,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- BO und Raum- und Funktionsplan nicht detailliert <br>- keine eindeutige Projektabgrenzung zu anderen Projekten bzw. Instandhaltung","	- Mehrkosten <br>- Verzögerung <br>",97,279,196,290,NA,2,4,2,3,TRUE,TRUE,NA,182,45.5,94,23.5,17108,10.6925,552,34.5,276,34.5,188,243,3,2
"9895",741,741,5501251,15,3,2,"30","42","61.5","57",24,6,-1,-1,1337,1335,1339,301,301,"keine Kompatibilität der Projektziele mit den Abteilungszielen/Nutzer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",46,"classic","PV3",1337,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- Auffassungsunterschiede/Interessen zw. Projektbeteiligten KM und Klinikum aufgrund unterschiedlicher Prioritäten <br>- keine Akzeptanz der Projektvorgaben durch die Nutzer","Behinderung der Projektabwicklung",120,246,168,228,NA,2,4,3,3,FALSE,TRUE,NA,126,31.5,60,15,7560,4.725,372,23.25,186,23.25,183,198,3,3
"9897",741,741,5501389,14,2,2,"19","47.25","39.75","62.25",16,4,-1,-1,1339,1337,1341,302,302,"keine ausreichend klare Formulierung der Projektziele","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",47,"classic","PV4",1339,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","	- Gefährdung den Projekterfolgs",76,159,189,249,NA,1,3,2,3,TRUE,TRUE,NA,83,20.75,60,15,4980,3.1125,286,17.875,143,17.875,117.5,219,2,3
"9899",741,741,5501527,22,2,2,"49.25","45","99.5","63.5",16,4,-1,-1,1341,1339,1343,303,303,"keine ausreichende Berücksichtigung der Nutzeranforderungen in der Planung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",48,"classic","PV5",1341,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- mangelhafte (Architekten-)Planung (unzureichendes Raumangebot)  <br> <br>- siehe beispielhaft nachfolgende Punkte: <br> Nuklearmedizin: Übersiedelung bzw. Neubau folgender Strukturen: <br>- Aufnahme Nuklearmedizin <br>- Aufnahme Schilddrüse/Spezialambulanzen <br>HNO <br>- Berücksichtigung der hohen Frequenzen (Haupteingang) <br>- Lenken der Patient:innenströme im ambulanten Bereich <br> Physikalische Medizin: <br>- Therapiebecken für Wasseranwendungen <br>- Raum Medizinische Trainingstherapie <br> Hygiene <br>- ausreichender Lagerräume und -flächen => Just in Time-Lieferungen z. B. von patientenbezogenen OP-Tassen  <br>- ausreichend Bettenlagerflächen (erhöhtes Patient:innenaufkommen in der Holdingarea OP-Bereich) <br> Technik <br>- hohe Zwischendecken (zukünftige Nachrüstungen) / Zwischendeckenelemente <br>- Aufzüge (inkl. Schachtentlüftung) redundant ausführen","	- keine Anpassung der Räumlichkeiten an die Untersuchungsanforderungen (z. B. Pädaudiometrie muss vollständig verdunkelt werden können, Waschbecken in allen Räumlichkeiten) <br>- keine korrekte Durchführung von Messungen <br>- Gefährdung des Untersuchungserfolgs  <br>- Gefährdung der Patient:innensicherheit <br>- Fülle an Anforderungen können nicht zeitnah erfüllt werden <br>- Ressourcenmehrbedarf",197,398,180,254,NA,3,5,2,3,TRUE,FALSE,NA,201,50.25,74,18.5,14874,9.29625,550,34.375,275,34.375,297.5,217,4,3
"9901",741,741,5501665,12,2,2,"23.75","41","66.5","62",16,4,-1,-1,1343,1341,1345,304,304,"Baufeld in zentralem Krankenhausumfeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",49,"classic","PV6",1343,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","(Not-)Anlieferung von Patient:innen, Logistiktransporte, Besucher","chaotische Verkehrssituation",95,266,164,248,NA,2,4,2,3,TRUE,TRUE,NA,171,42.75,84,21,14364,8.9775,510,31.875,255,31.875,180.5,206,3,3
"9903",741,741,5501803,13,3,2,"7.25","78","41","99",24,6,-1,-1,1345,1343,1347,305,305,"keine Berücksichtigung etwaiger gesetzlicher Vorgaben des Strahlenschutz im Rahmen von Bautätigkeiten","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",50,"classic","RA1",1345,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- Gefahrenstoffe","	- möglicherweise Abstände und Absperrungen notwendig",29,164,312,396,NA,1,3,1,2,TRUE,TRUE,NA,135,33.75,84,21,11340,7.0875,438,27.375,219,27.375,96.5,354,2,1
"9905",741,741,5501941,30,3,2,"26.25","85.5","84.75","95.25",24,6,-1,-1,1347,1345,1349,306,306,"negative Stellungnahme durch den L-RH oder sonstiger Behörden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",51,"classic","RA2",1347,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","keine Vorabklärung mit Behörden (z. B. L-RH, Sanitätsbewilligungsbehörde usw.)","	- keine Realisierungsgenehmigung <br>- zeitliche Verzögerung <br>- Mehrkosten <br>- Verlängerung Risiko HNO",105,339,342,381,NA,2,5,1,1,FALSE,TRUE,NA,234,58.5,39,9.75,9126,5.70375,546,34.125,273,34.125,222,361.5,3,1
"9907",741,741,5502079,16,3,3,"32","56.75","57.75","71.5",36,9,-1,-1,1349,1347,1351,307,307,"Verzögerungen in diversen Vergabeverfahren (Einsprüche) vor allem bei Schlüsselgewerken","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",52,"classic","RA3",1349,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- unklare Ausschreibungsunterlagen <br>- Vorgaben im Bezug auf den Beschaffungsprozess /Ausschreibung und Vergaben werden nicht eingehalten <br>- Willkür der Einsprucherhebenden","	- zeitliche Verzögerungen <br>- Mehrkosten",128,231,227,286,NA,2,3,2,3,TRUE,TRUE,NA,103,25.75,59,14.75,6077,3.798125,324,20.25,162,20.25,179.5,256.5,3,2
"9909",741,741,5502217,33,2,2,"13.75","43.5","44.5","67.25",16,4,-1,-1,1351,1349,1399,308,308,"keine ausreichende Zugangsregelung der Nuklearmedizin zum Zeitpunkt des Abbruch des Nordtraktes von Gebäude 161 und entsprechende Information aller Beteiligten darüber","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",53,"classic","SI1",1351,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","",55,178,174,269,NA,1,3,2,3,TRUE,TRUE,NA,123,30.75,95,23.75,11685,7.303125,436,27.25,218,27.25,116.5,221.5,2,3
"9911",741,741,5502355,8,4,4,"25","4.75","99.75","37.75",64,16,-1,-1,1399,1351,1353,309,309,"Steigerung der Sicherheit von Patient:innen, Mitarbeiter:innen und Dritter","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",54,"classic","SI2",1399,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","",100,399,19,151,NA,2,5,4,5,TRUE,TRUE,NA,299,74.75,132,33,39468,24.6675,862,53.875,431,53.875,249.5,85,4,4
"9913",741,741,5502493,8,2,2,"33.5","76.5","63.75","98.25",16,4,-1,-1,1353,1399,1355,310,310,"keine ausreichende Baugrubenabsicherung zum angrenzenden Betrieb","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",55,"classic","SI3",1353,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","",134,255,306,393,NA,2,4,1,2,TRUE,TRUE,NA,121,30.25,87,21.75,10527,6.579375,416,26,208,26,194.5,349.5,3,1
"9915",741,741,5502631,16,3,2,"32.5","46.75","81.25","75.25",24,6,-1,-1,1355,1353,1357,311,311,"Ausfall kritischer Infrastruktur","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",56,"classic","SI4",1355,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","Anschluss- und Baumaßnahmen (Kälte, Wärme, Abwasser, Wasser usw.)","Versorgungsauftrag kann nicht erfüllt werden",130,325,187,301,NA,2,5,2,3,TRUE,TRUE,NA,195,48.75,114,28.5,22230,13.89375,618,38.625,309,38.625,227.5,244,3,2
"9917",741,741,5502769,17,2,2,"22.75","60.75","54.75","81.5",16,4,-1,-1,1357,1355,1359,312,312,"Kollektorgang nicht nutzbar","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",57,"classic","SI5",1357,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","Bautätigkeiten","Einschränkungen in der Versorgung ( Logistik)",91,219,243,326,NA,2,3,1,2,TRUE,TRUE,NA,128,32,83,20.75,10624,6.64,422,26.375,211,26.375,155,284.5,2,2
"9919",741,741,5502907,19,4,3,"32.5","63.25","100","91.5",48,12,-1,-1,1359,1357,1361,313,313,"Beeinträchtigung des Zugangs/Zufahrt der Notaufnahme","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",58,"classic","SI6",1359,1181,"classic","16.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","Intensive Verschränkung des Baustellenverkehrs mit dem laufenden Betrieb im hochfrequentierten Bereich der Notfallaufnahme","Beeinflussung der (Rettungs-)Notfahrten",130,400,253,366,NA,2,5,1,2,FALSE,TRUE,NA,270,67.5,113,28.25,30510,19.06875,766,47.875,383,47.875,265,309.5,4,2
"9921",741,741,5503045,3860,3,4,"30.75","18.75","99.25","54.5",48,12,-1,-1,1361,1359,1363,314,314,"Zeitgerechte Umsetzung/Überwachung vorhabensbezogener sicherheitstechnischer Vorgaben","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",59,"classic","SI7",1361,1181,"classic","19.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","",123,397,75,218,NA,2,5,3,5,TRUE,TRUE,NA,274,68.5,143,35.75,39182,24.48875,834,52.125,417,52.125,260,146.5,4,4
"9923",741,741,5503183,14,3,3,"25","54.75","100","90.25",36,9,-1,-1,1363,1361,1365,315,315,"keine ausreichende Einbindung und Information der Sicherheitsbeauftragten über sicherheitsrelevante Faktoren","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",60,"classic","SI8",1363,1181,"classic","19.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","",100,400,219,361,NA,2,5,1,3,TRUE,TRUE,NA,300,75,142,35.5,42600,26.625,884,55.25,442,55.25,250,290,4,2
"9925",741,741,5503321,19,3,2,"26.75","78.5","85.75","96.75",24,6,-1,-1,1365,1363,1401,316,316,"Gefährdung des Abklingbeckens durch Bestandsabriss in Nähe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",61,"classic","SI9",1365,1181,"classic","19.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","Baumaßnahmen","Gefährdung des Grundwassers",107,343,314,387,NA,2,5,1,2,TRUE,TRUE,NA,236,59,73,18.25,17228,10.7675,618,38.625,309,38.625,225,350.5,3,1
"9927",741,741,5503459,9,4,4,"19.75","8","96.5","38.25",64,16,-1,-1,1401,1365,1367,317,317,"Verbesserung der technischen Betriebssicherheit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",62,"classic","TE1",1401,1181,"classic","19.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","",79,386,32,153,NA,2,5,4,5,TRUE,TRUE,NA,307,76.75,121,30.25,37147,23.216875,856,53.5,428,53.5,232.5,92.5,3,4
"9929",741,741,5503597,317,4,3,"28.75","47.5","100","72.5",48,12,-1,-1,1367,1401,1403,318,318,"Beschädigung bzw. Beeinträchtigung der Betriebsbereitschaft sensibler medizintechnischer Geräte (z. B. SPECT Kameras, Szintillationskristalle) Bestand und Siedlungsgut","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",63,"classic","TE2",1367,1181,"classic","19.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- Abriss <br>- Erschütterungen <br>- Temperaturschwankungen <br>- Staubentwicklung","Gefährdung der Patient:innensicherheit",115,400,190,290,NA,2,5,2,3,TRUE,TRUE,NA,285,71.25,100,25,28500,17.8125,770,48.125,385,48.125,257.5,240,4,2
"9931",741,741,5503735,19,4,4,"33.75","4.5","99","32",64,16,-1,-1,1403,1367,1369,319,319,"Zusammenführung, Anbindung, Harmonisierung struktureller und technischer Standards und deren Auslegung (alt/neu) ==> Implementierung aktueller Haus- und Betriebstechnik","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",64,"classic","TE3",1403,1181,"classic","19.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- Umsetzung eines Neubaus","	- moderne, gleichwertige technische Infrastruktur <br>- Anlagenredundanz",135,396,18,128,NA,2,5,4,5,TRUE,TRUE,NA,261,65.25,110,27.5,28710,17.94375,742,46.375,371,46.375,265.5,73,4,5
"9933",741,741,5503873,53,3,4,"17.25","8.25","99","42.75",48,12,-1,-1,1369,1403,1371,322,322,"Fernwärme/Kälteversorgung für zukünftige Versorgung berücksichtigen (Neuverlegung, Trassenführung)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",65,"classic","TE4",1369,1181,"classic","19.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","",69,396,33,171,NA,1,5,3,5,TRUE,TRUE,NA,327,81.75,138,34.5,45126,28.20375,930,58.125,465,58.125,232.5,102,3,4
"9935",741,741,5504011,11480,3,4,"25.25","7.75","99.75","42",48,12,-1,-1,1371,1369,1233,323,323,"Kollektorgänge für zukünftige Erweiterungen vorbereitet (Onkozentrum)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",66,"classic","TE5",1371,1181,"classic","19.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","",101,399,31,168,NA,2,5,3,5,TRUE,TRUE,NA,298,74.5,137,34.25,40826,25.51625,870,54.375,435,54.375,250,99.5,4,4
"9937",741,741,5504149,8024,4,3,"32.75","53.25","99.25","80.5",48,12,-1,-1,1233,1371,1261,324,324,"keine absolute Staubfreiheit im Strahlenbereich für offene radioaktive Stoffe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",67,"classic","TE6",1233,1181,"classic","19.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","",131,397,213,322,NA,2,5,1,3,TRUE,TRUE,NA,266,66.5,109,27.25,28994,18.12125,750,46.875,375,46.875,264,267.5,4,2
"9939",741,741,5504287,21,3,3,"19","42.5","70.75","66",36,9,-1,-1,1261,1233,1263,340,340,"IT- und MT-Schnittstellenproblematiken zwischen den Einrichtungen werden nicht ausreichend berücksichtigt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",68,"classic","TE7",1261,1181,"classic","19.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","",76,283,170,264,NA,1,4,2,3,TRUE,TRUE,NA,207,51.75,94,23.5,19458,12.16125,602,37.625,301,37.625,179.5,217,3,3
"9941",741,741,5504425,444,4,3,"25.25","48","73.75","71.5",48,12,-1,-1,1263,1261,1265,341,341,"Hebeanlage CMZ-Abwasser befindet sich direkt am Baufeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",69,"classic","TE8",1263,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","keine Abwasserentsorgung vom CMZ möglich",101,295,192,286,NA,2,4,2,3,TRUE,TRUE,NA,194,48.5,94,23.5,18236,11.3975,576,36,288,36,198,239,3,2
"9943",741,741,5504563,120,4,3,"35.25","63.75","100","91.5",48,12,-1,-1,1265,1263,1267,342,342,"Statik der  zweiten  Med für Umbauten des Bestandes nicht geeignet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",70,"classic","TE9",1265,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- Zustand Altbestand","erhebliche Mehrkosten für Umbau und Abriss",141,400,255,366,NA,2,5,1,2,FALSE,TRUE,NA,259,64.75,111,27.75,28749,17.968125,740,46.25,370,46.25,270.5,310.5,4,2
"9945",741,741,5504701,2138,2,4,"8.25","26.5","66.75","46",32,8,-1,-1,1267,1265,1373,343,343,"Lärm- und Staubbelästigung während der Bauphase der Patient:innen und Mitarbeiter:innen in den umliegenden Gebäude(-teile) ==> Nähe Notfallaufnahme ==> zentraler Verkehrsknotenpunkt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",71,"classic","UÖ1",1267,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- Unklare Definition der Anforderungen in den Ausschreibungsunterlagen <br>- Mangelhafte Kommunikation <br>- Mangelhafte Kontrollen <br>- Mangelndes Bewusstsein der Ausführenden <br>im Rahmen der Bautätigkeiten","	- Patient:innen und Mitarbeiter:innenunzufriedenheit <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- Höhere psychische Belastung der MA und Patient:innen <br> <br>",33,267,106,184,NA,1,4,3,4,TRUE,TRUE,NA,234,58.5,78,19.5,18252,11.4075,624,39,312,39,150,145,2,4
"9947",741,741,5504839,505,4,4,"27.25","14.75","98.75","54.25",64,16,-1,-1,1373,1267,1235,325,325,"Integration ressourcenschonender Energienutzungsmodelle in die Projektplanung (Alternativenergie, Passivhausstandard, Grundwasserkühlung/-energiespeicherung, Photovoltaik (z. B. in Fassade integrieren oder am Dach), Erdwärme, Sonnenschutz - starke Lamellen, Fassadenfarbe, Niedertemperatur Heiz-Kühlsystem (Baukernaktivierung,  usw.)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",72,"classic","UÖ2",1373,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","	- erhöhter Baukosteneinsatz <br>- zusätzliche Beschattung",109,395,59,217,NA,2,5,3,5,TRUE,TRUE,NA,286,71.5,158,39.5,45188,28.2425,888,55.5,444,55.5,252,138,4,4
"9949",741,741,5504977,19,3,4,"22.5","17.75","78.75","48.75",48,12,-1,-1,1235,1373,1237,326,326,"Erschütterungen während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",73,"classic","UÖ3",1235,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","Nähe Baufeld","	- Patient:innen und Mitarbeiter:innen Unzufriedenheit <br>- Schädigung etwaiger hochsensibler medizinsicher Geräte (z. B. SPECT Kamera, PET/CT) <br>- Beeinträchtigung bei Operationen <br>- Schädigung angrenzender Gebäude(-teile) <br>- Reduzierte Sicherheit der Patienten:innen und Mitarbeiter:innen <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- höhere psychische Belastung der MA und Patient:innen",90,315,71,195,NA,2,4,3,5,TRUE,TRUE,NA,225,56.25,124,31,27900,17.4375,698,43.625,349,43.625,202.5,133,3,4
"9951",741,741,5505115,261,3,2,"11.5","59","53","82.25",24,6,-1,-1,1237,1235,1239,327,327,"unbekannte Einbauten im Boden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",74,"classic","UÖ4",1237,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- keine vorliegenden Unterlagen","	- Mehrkosten",46,212,236,329,NA,1,3,1,3,TRUE,TRUE,NA,166,41.5,93,23.25,15438,9.64875,518,32.375,259,32.375,129,282.5,2,2
"9953",741,741,5505253,3253,4,3,"12","43.5","51.75","61.5",48,12,-1,-1,1239,1237,1241,328,328,"keine Kenntnis über das Ausmaß des kontaminierten Abbruchmaterials (Asbest, gefährliche Stoffe) und kontaminierte Einbauten im Baugrund","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",75,"classic","UÖ5",1239,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","alte Baureste (Sondermüll) z. B. Abriss Schilddrüsenambulanz","	- Mehrkosten <br>- Baustelleneinschränkungen <br>- (erhöhte) Umweltauflagen werden nicht eingehalten",48,207,174,246,NA,1,3,2,3,TRUE,FALSE,NA,159,39.75,72,18,11448,7.155,462,28.875,231,28.875,127.5,210,2,3
"9955",741,741,5505391,10516,4,3,"18.75","66","63","95.5",48,12,-1,-1,1241,1239,1243,329,329,"Verunreinigung angrenzender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",76,"classic","UÖ6",1241,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","Abklingbecken der Nuklearmedizin","	- Mehrkosten <br>- Projektverzögerungen <br>- Image <br>- Verunreinigung des Grundwassers",75,252,264,382,NA,1,4,1,2,FALSE,TRUE,NA,177,44.25,118,29.5,20886,13.05375,590,36.875,295,36.875,163.5,323,3,1
"9957",741,741,5505529,5886,5,2,"42.25","64.75","99.25","87.25",40,10,-1,-1,1243,1241,1245,330,330,"Verunreinigung des Grundwasser","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",77,"classic","UÖ7",1243,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- bauliche Tätigkeiten","Verlust des Trinkwasser",169,397,259,349,NA,3,5,1,2,TRUE,TRUE,NA,228,57,90,22.5,20520,12.825,636,39.75,318,39.75,283,304,4,2
"9959",741,741,5505667,294,4,3,"45.75","58.25","99","83.75",48,12,-1,-1,1245,1243,1375,331,331,"unkontrollierter Wassereintritt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",78,"classic","UÖ8",1245,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- Hochwasserschutz wurde nicht ausreichend berücksichtigt <br>- mangelnde Abdeckarbeiten im Zuge der Bautätigkeiten","	- Personenschaden <br>- Sachschaden  <br>- Bauverzögerung <br>- Sach- bzw. Personenschaden",183,396,233,335,NA,3,5,1,3,TRUE,TRUE,NA,213,53.25,102,25.5,21726,13.57875,630,39.375,315,39.375,289.5,284,4,2
"9961",741,741,5505805,15,4,4,"34.75","8","98.25","38",64,16,-1,-1,1375,1245,1247,332,332,"Förderungen lukrieren","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",79,"classic","UÖ9",1375,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","Budgetschonung",139,393,32,152,NA,2,5,4,5,TRUE,TRUE,NA,254,63.5,120,30,30480,19.05,748,46.75,374,46.75,266,92,4,4
"9963",741,741,5505943,181,3,3,"37.75","45.25","96.25","69.5",36,9,-1,-1,1247,1375,1249,333,333,"Beschaffenheit des Baugrunds nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",80,"classic","UV1",1247,1181,"classic","21.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- Materialaufbau <br>- Grundwasser <br>- Bestandseinbauten <br>- Kriegsdelikte","	- Mehrkosten <br>- zeitliche Verzögerung <br>- Gefährdung von Personen und Strukturen",151,385,181,278,NA,2,5,2,3,TRUE,TRUE,NA,234,58.5,97,24.25,22698,14.18625,662,41.375,331,41.375,268,229.5,4,3
