"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyOPixel","uncertaintyAreaPixel","uncertaintyPerimeterPixel","uncertaintytotalPixel","middleX","middleY","middleIGRID","middleOGRID","middleGRID"
"12083",923,923,15360503,46,3,4,"16.5","13","34.75","40.75",48,12,-1,-1,1307,1379,1381,365,365,"Schulungs- und Einführungsaufwand","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",22,"classic","PF4",1307,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- neuartige Technologien <br>- Verfahren <br>- Prozesse <br>- Materialien","	- Personalmehraufwand",66,139,237,348,"Grid43",1,2,5,3,FALSE,FALSE,NA,73,111,8103,368,184,102.5,292.5,2,4,"Grid42"
"12085",923,923,15360685,36,2,3,"62.5","19.25","99.75","51.5",24,6,-1,-1,1381,1307,1397,366,366,"Harmonisierung unterschiedlicher Standards und Umsetzungsgrade in prozessübergreifenden Managementsystemen (z. B.  Qualitäts- und Risikomanagement, ISMS, Compliance) und anderen Systemen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",23,"classic","PF5",1381,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",250,399,194,323,"Grid32",4,5,5,3,FALSE,FALSE,NA,149,129,19221,556,278,324.5,258.5,5,4,"Grid45"
"12087",923,923,15360867,20,4,4,"65.75","69.5","95.75","92.5",64,16,-1,-1,1397,1381,1331,297,297,"Baufeldfreimachung für zukünftige Projekte","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",24,"classic","PF6",1397,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","HNO, 1. Med.","",263,383,30,122,"Grid44",4,5,2,1,FALSE,TRUE,NA,120,92,11040,424,212,323,76,5,1,"Grid15"
"12089",923,923,15361049,32,2,3,"28.75","75.25","66.25","90.25",24,6,-1,-1,1331,1397,1309,298,298,"Gefährdung bestehender Zertifizierungen (ISO, Onko-Zentrum, UEMS, EMAS)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",25,"classic","PF7",1331,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",115,265,39,99,"Grid32",2,4,2,1,FALSE,TRUE,NA,150,60,9000,420,210,190,69,3,1,"Grid13"
"12091",923,923,15361231,167,1,4,"36.75","11.5","61","29.25",16,4,-1,-1,1309,1331,1311,281,281,"zusätzlicher Betrieb leer stehender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",26,"classic","PF8",1309,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- kein Abriss","	- Mehrkosten",147,244,283,354,"Grid41",2,4,5,4,FALSE,FALSE,NA,97,71,6887,336,168,195.5,318.5,3,4,"Grid43"
"12093",923,923,15361413,41,2,2,"34.25","16","74","32",16,4,-1,-1,1311,1309,1313,282,282,"keine Berücksichtigung der Veränderung der medizinischen Standards von der Planung bis zur Fertigstellung (ca. 6 Jahre)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",27,"classic","PF9",1311,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","medizinische Weiterentwicklung und Innovationen in der Zukunft können nicht berücksichtigt werden","",137,296,272,336,"Grid22",2,4,5,4,FALSE,TRUE,NA,159,64,10176,446,223,216.5,304,3,4,"Grid43"
"12095",923,923,15361595,52,2,4,"19.75","69.25","44.25","88",32,8,-1,-1,1313,1311,1315,283,283,"keine ausreichende Berücksichtigung von Kapazitäten, Zeit, Kosten in der Planung der Übersiedelung während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",28,"classic","PF10",1313,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","	- Projektkosten können nicht eingehalten werden / werden wesentlich überschritten <br>- verzögerte Inbetriebnahme",79,177,48,123,"Grid42",2,3,2,1,FALSE,TRUE,NA,98,75,7350,346,173,128,85.5,2,2,"Grid22"
"12097",923,923,15361777,44,4,3,"69.25","57.25","94.75","81.25",48,12,-1,-1,1315,1313,1317,284,284,"keine ausreichende Berücksichtigung der Schnittstellen zwischen Projekt und laufendem Betrieb (technisch)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",29,"classic","PF11",1315,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- keine ausreichenden technischen Gegebenheiten und Kapazitäten (Energie, Wasser, Klima, Gas, HT usw.)","	- Schnittstellenprobleme <br>- Mehrkosten",277,379,75,171,"Grid34",4,5,3,1,FALSE,TRUE,NA,102,96,9792,396,198,328,123,5,2,"Grid25"
"12099",923,923,15361959,43,4,4,"13","42.25","39.25","54.75",64,16,-1,-1,1317,1315,1319,285,285,"negative Auswirkung und Beeinflussung des angrenzenden (laufenden) Betriebs","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",30,"classic","PF12",1317,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Nähe zum Baufeld (Erschütterungen, Lärm, Staub) <br>- keine adäquate Baufeldabgrenzung","	- Einschränkgung im Bereich (z. B. Nukl.Med., Notfallaufnahmen, Zufahrt) <br>- klinische Abläufe <br>- Patient:innen- und Mitarbeiter:innensicherheit und -zufriedenheit <br>- Gerätesicherheit <br>- Hygiene <br>- Logistik <br>- Brandschutz uvm.",52,157,181,231,"Grid44",1,2,3,3,FALSE,FALSE,NA,105,50,5250,310,155,104.5,206,2,3,"Grid32"
"12101",923,923,15362141,22,2,4,"65.25","71","95.75","85",32,8,-1,-1,1319,1317,1383,286,286,"Neu-Bewilligungen werden notwendig","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",31,"classic","PF13",1319,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Abrisse","hohe Anforderungen mach Schließungen von Gebäuden notwendig",261,383,60,116,"Grid42",4,5,2,1,FALSE,FALSE,NA,122,56,6832,356,178,322,88,5,2,"Grid25"
"12103",923,923,15362323,34,2,4,"69.75","29.5","100","46.5",32,8,-1,-1,1383,1319,1385,287,287,"Adaptierung/Modernisierung der räumlichen Strukturen an die Anforderungen des Versorgungsauftrags sowie an die Anforderungen der betroffenen Primär- und Sekundärversorgungsbereiche","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",32,"classic","PF14",1383,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- demographische Entwicklung <br>Allgemein: <br>- infrastrukturelle Veränderung <br>- personalstrukturelle Veränderung <br>- abrechnungstechnische Veränderung <br>- beschaffungsspezifische Veränderung <br>- besserer Patient:innenkomfort im stationären (Betten-)Bereich <br>- bessere Anbindung an das CMZ (kürzere Patiet:innenwege <br>- bessere Umsetzung von Schallschutzmaßnahmen (Audiometrie) <br>","	- Berücksichtigung zukünftiger Versorungsbedarfe  <br>- Erhöhung der Versorgungsqualität (Reduktion der Wartezeiten) <br>- Stärkung des medizinischen Standards der Fachbereiche <br>- Effektivere und effizientere Gestaltung der Arbeitsabläufe bzw. des klinischen Alltags (z. B. Einführung einer zentralen Leitstelle / elektronische Unterstützung, Einführung neuer Berufsgruppen z. B. MOA, OA) <br>- kürzere Wege <br>- Verbesserung der Patienten- und Mitarbeiter:innen-Zufriedenheit ==> Imageverbesserung <br>- fachübergreifende Vernetzung der Fächer des Kopfzentrums <br>- Beibehaltung bzw. Erhöhung der Felxibilität des med. Personals => Schonung der Personalressource <br>- kein Bedarf des Transports radioaktiver Tracer <br>- Verbesserung der interdisziplinären Zusammenarbeit der Fachbereiche <br>- Nutzung von Synergien durch die Zusammenführung einzelner bisher autarker Fachbereiche <br>- Verschiebung von Marktanteilen",279,400,214,282,"Grid42",4,5,4,3,FALSE,FALSE,NA,121,68,8228,378,189,339.5,248,5,4,"Grid45"
"12105",923,923,15362505,107,3,1,"66.75","72","98.5","89.25",12,3,-1,-1,1385,1383,1321,288,288,"nachhaltige Interimslösung der Räumlichkeiten zur Nachnutzung als Ausweichstation","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",33,"classic","PF15",1385,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",267,394,43,112,"Grid13",4,5,2,1,FALSE,FALSE,NA,127,69,8763,392,196,330.5,77.5,5,1,"Grid15"
"12107",923,923,15362687,173,3,2,"64.25","70.75","99.75","86",24,6,-1,-1,1321,1385,1387,289,289,"keine Kompatibilität der Projektziele mit dem Versorgungsauftrag  (z. B. Betriebsziele, politische Ziele, Umsetzung ÖSG-RSG usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",34,"classic","PU1",1321,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Vorgaben des RSG NEU (2025) sehen wesentliche Änderungen zu dem im Projektumfang definierten Struktur- und Leistungsspektrum (Basis RSG 2020) vor (RSG 2030 könnte die Projektgrundlagen nochmals verändern ==> Stichwort: Auslagerung in die extramurale Versorgung) <br>- Unkenntnis über die Möglichkeit der Einsetzbarkeit des Faches PMR <br>- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>","	- Nicht-Erfüllung des gesetzlich definierten Versorgungsauftrags <br>- keine Projektumsetzung",257,399,56,117,"Grid23",4,5,2,1,FALSE,FALSE,NA,142,61,8662,406,203,328,86.5,5,2,"Grid25"
"12109",923,923,15362869,39,5,3,"28.5","43.25","69","66",60,15,-1,-1,1387,1321,1389,290,290,"Einhaltung sicherheits- und gesundheitspolitischer Auflagen und Einschränkungen (ÖSG-RSG)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",35,"classic","PU2",1387,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",114,276,136,227,"Grid35",2,4,3,2,FALSE,FALSE,NA,162,91,14742,506,253,195,181.5,3,3,"Grid33"
"12111",923,923,15363051,63,5,3,"72.25","46.25","100","63",60,15,-1,-1,1389,1387,1391,291,291,"Verbesserung der Positionierung am Arbeitsmarkt","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",36,"classic","PU3",1389,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","z. B. moderne Strukturen und Arbeitsabläufe","	- gesteigertes Interesse bei DGKP, PA, RT, BMA",289,400,148,215,"Grid35",4,5,3,2,FALSE,TRUE,NA,111,67,7437,356,178,344.5,181.5,5,3,"Grid35"
"12113",923,923,15363233,15,5,4,"69.75","24","96.5","46.25",80,20,-1,-1,1391,1389,1393,292,292,"Verbesserung der interdisziplinären Zusammenarbeit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",37,"classic","PU4",1391,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","räumliche und organisatorische Zusammenführung","Verbesserung der Versorgungsqualität",279,386,215,304,"Grid45",4,5,4,3,FALSE,TRUE,NA,107,89,9523,392,196,332.5,259.5,5,4,"Grid45"
"12115",923,923,15363415,25,4,4,"26.75","41","59.25","60.5",64,16,-1,-1,1393,1391,1395,293,293,"Integration der Pädaudiometrie in die HNO bzw. Kopfzentrum","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",38,"classic","PU5",1393,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","	- Verbesserung der intramuralen Versorgung für Kinder;  <br>- zeitökonomisches Arbeiten möglich (dzt. Lange Wartezeiten für den Pat./weite Wege im Klinikum, direkte Kommunikation zw. Arzt und Logopädie derzeit nur eingeschränkt gegeben)",107,237,158,236,"Grid44",2,3,3,2,FALSE,FALSE,NA,130,78,10140,416,208,172,197,3,3,"Grid33"
"12117",923,923,15363597,21,5,3,"49.75","43.25","89.75","60",60,15,-1,-1,1395,1393,1323,294,294,"Neubau","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",39,"classic","PU6",1395,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","sprunghafte Strukturqualitätssteigerung, Minimierung der Betriebsausfälle",199,359,160,227,"Grid35",3,5,3,3,TRUE,TRUE,NA,160,67,10720,454,227,279,193.5,4,3,"Grid34"
"12119",923,923,15363779,22,4,4,"50.25","14.25","81","35.5",64,16,-1,-1,1323,1395,1325,295,295,"Projektfortschritt bzw. -laufzeiten können nicht eingehalten werden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",40,"classic","PU7",1323,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Abwicklung der behördlichen Verfahren nicht terminkonform <br>- keine Berücksichtigung ausreichender Vorlaufzeiten für Behördenverfahren (eingeschränkte Personalkapazitäten)/notwendige Gutachten in der Projektterminplanung  <br>- zweistufige Genehmigungsverfahren für Tätigkeiten mit offenen radioaktiven Stoffen (lt. Strahlenschutzgesetz) <br>- sonstige behördliche Aktivitäten <br>- politische Einflussfaktoren => neue Priorisierung von Projekten <br>- Divergierende Ziele unterschiedlicher Vorhabenspartner (z. B. Nutzer, Anrainer, Bauherr) <br>- Unkenntnis des gesamten Projektkontext => keine Kenntnis und systematische Steuerung aller Chancen und Risiken/Stärken und Schwächen für die Projektplanung und -umsetzung  <br>- etwaige Auflagen aus diversen notwendigen Gutachten bzw. von Behörden müssen umgesetzt werden","	- zusätzliche Kosten   <br>- Verzögerung der Inbetriebnahme <br>- Versorgungsengpässe bei Betriebsausfällen in den Altstrukturen <br>- zeitliche Verzögerung <br>- Verlängerung Risiko HNO (TOP Unternehmensrisiko)",201,324,258,343,"Grid44",3,5,5,4,FALSE,TRUE,NA,123,85,10455,416,208,262.5,300.5,4,4,"Grid44"
"12121",923,923,15363961,12,NA,NA,"","","","",NA,NA,-1,-1,1325,1323,1327,296,296,"keine Synchronisierung mit dem Masterplan 2030","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",41,"classic","PU8",1325,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,-1,"","	- Masterplan ist nicht fertig gestellt (Genehmigung durch AR notwendig?) <br>- Projektpriorisierung  ist nicht eindeutig ==> keine ausreichende Abstimmung der Planungen des Projekts Kopfzentrum mit anderen leistungsbedingten Einflussbereichen wie z. B.  onkologisches Zentrum, ELKI (akute und ambulante Behandlung von Kindern)","'- Standortstrategie nicht einhaltbar <br>- Terminkollisionen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12123",923,923,15364143,35,4,2,"64.75","62.75","91.5","89.75",32,8,-1,-1,1327,1325,1329,320,320,"keine Genehmigung ausreichender finanzieller Mittel","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",42,"classic","PU9",1327,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- gedeckeltes Landesbudget <br>- Projektunschärfe im Budget nicht abdeckbar <br>- im Laufe des Projekts entstehende Mehrkosten (siehe auch diverse angeführte Risiken)","	- keine bzw. nur eingeschränkte Umsetzung des Projekts <br>- Mehrkosten",259,366,41,149,"Grid24",4,5,2,1,FALSE,TRUE,NA,107,108,11556,430,215,312.5,95,4,2,"Grid24"
"12125",923,923,15364325,26,4,4,"47.25","20.5","78.75","38",64,16,-1,-1,1329,1327,1333,321,321,"Terminkollisionen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",43,"classic","PU10",1329,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- mehrere gleichzeitig laufende Projekte (AUVA CHO) <br>- gleiches Baufeld mit etwaigen Projekt AUVA CHO","	- Projektverzögerung <br>- gleichzeitiger Zugriff auf Firmen <br>- Einschränkung der Zufahrtbereiche",189,315,248,318,"Grid44",3,4,4,4,TRUE,TRUE,NA,126,70,8820,392,196,252,283,4,4,"Grid44"
"12127",923,923,15364507,62,3,3,"35.5","26.5","67.5","43",36,9,-1,-1,1333,1329,1335,299,299,"keine Identifikation der Schlüsselpositionen mit dem Projekt und den damit in Verbindung stehenden Zielen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",44,"classic","PV1",1333,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>- RSG Vorgaben nicht bekannt","Projektverzögerung",142,270,228,294,"Grid33",2,4,4,3,FALSE,TRUE,NA,128,66,8448,388,194,206,261,3,4,"Grid43"
"12129",923,923,15364689,28,3,4,"48.5","68.5","83.25","85.5",48,12,-1,-1,1335,1333,1337,300,300,"Planungsfehler (z. B. Vorhabensbudget, Investitionsprogramm, Betriebsbudget, Folgekosten usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",45,"classic","PV2",1335,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- BO und Raum- und Funktionsplan nicht detailliert <br>- keine eindeutige Projektabgrenzung zu anderen Projekten bzw. Instandhaltung","	- Mehrkosten <br>- Verzögerung <br>",194,333,58,126,"Grid43",3,5,2,1,FALSE,TRUE,NA,139,68,9452,414,207,263.5,92,4,2,"Grid24"
"12131",923,923,15364871,52,4,3,"47.75","72.25","80.25","88",48,12,-1,-1,1337,1335,1339,301,301,"keine Kompatibilität der Projektziele mit den Abteilungszielen/Nutzer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",46,"classic","PV3",1337,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Auffassungsunterschiede/Interessen zw. Projektbeteiligten KM und Klinikum aufgrund unterschiedlicher Prioritäten <br>- keine Akzeptanz der Projektvorgaben durch die Nutzer","Behinderung der Projektabwicklung",191,321,48,111,"Grid34",3,5,2,1,FALSE,TRUE,NA,130,63,8190,386,193,256,79.5,4,2,"Grid24"
"12133",923,923,15365053,18,4,2,"55.75","72.5","90.75","85.5",32,8,-1,-1,1339,1337,1341,302,302,"keine ausreichend klare Formulierung der Projektziele","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",47,"classic","PV4",1339,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","	- Gefährdung den Projekterfolgs",223,363,58,110,"Grid24",3,5,2,1,FALSE,TRUE,NA,140,52,7280,384,192,293,84,4,2,"Grid24"
"12135",923,923,15365235,20,4,4,"51.25","6.5","87.5","38",64,16,-1,-1,1341,1339,1343,303,303,"keine ausreichende Berücksichtigung der Nutzeranforderungen in der Planung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",48,"classic","PV5",1341,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- mangelhafte (Architekten-)Planung (unzureichendes Raumangebot)  <br> <br>- siehe beispielhaft nachfolgende Punkte: <br> Nuklearmedizin: Übersiedelung bzw. Neubau folgender Strukturen: <br>- Aufnahme Nuklearmedizin <br>- Aufnahme Schilddrüse/Spezialambulanzen <br>HNO <br>- Berücksichtigung der hohen Frequenzen (Haupteingang) <br>- Lenken der Patient:innenströme im ambulanten Bereich <br> Physikalische Medizin: <br>- Therapiebecken für Wasseranwendungen <br>- Raum Medizinische Trainingstherapie <br> Hygiene <br>- ausreichender Lagerräume und -flächen => Just in Time-Lieferungen z. B. von patientenbezogenen OP-Tassen  <br>- ausreichend Bettenlagerflächen (erhöhtes Patient:innenaufkommen in der Holdingarea OP-Bereich) <br> Technik <br>- hohe Zwischendecken (zukünftige Nachrüstungen) / Zwischendeckenelemente <br>- Aufzüge (inkl. Schachtentlüftung) redundant ausführen","	- keine Anpassung der Räumlichkeiten an die Untersuchungsanforderungen (z. B. Pädaudiometrie muss vollständig verdunkelt werden können, Waschbecken in allen Räumlichkeiten) <br>- keine korrekte Durchführung von Messungen <br>- Gefährdung des Untersuchungserfolgs  <br>- Gefährdung der Patient:innensicherheit <br>- Fülle an Anforderungen können nicht zeitnah erfüllt werden <br>- Ressourcenmehrbedarf",205,350,248,374,"Grid44",3,5,5,4,FALSE,TRUE,NA,145,126,18270,542,271,277.5,311,4,4,"Grid44"
"12137",923,923,15365417,25,2,4,"26.5","58","53.25","91.5",32,8,-1,-1,1343,1341,1345,304,304,"Baufeld in zentralem Krankenhausumfeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",49,"classic","PV6",1343,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","(Not-)Anlieferung von Patient:innen, Logistiktransporte, Besucher","chaotische Verkehrssituation",106,213,34,168,"Grid42",2,3,3,1,FALSE,TRUE,NA,107,134,14338,482,241,159.5,101,3,2,"Grid23"
"12139",923,923,15365599,21,4,3,"66.5","77.75","100","99.25",48,12,-1,-1,1345,1343,1347,305,305,"keine Berücksichtigung etwaiger gesetzlicher Vorgaben des Strahlenschutz im Rahmen von Bautätigkeiten","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",50,"classic","RA1",1345,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Gefahrenstoffe","	- möglicherweise Abstände und Absperrungen notwendig",266,400,3,89,"Grid34",4,5,2,1,FALSE,TRUE,NA,134,86,11524,440,220,333,46,5,1,"Grid15"
"12141",923,923,15365781,23,4,4,"19.5","48","58.75","66",64,16,-1,-1,1347,1345,1349,306,306,"negative Stellungnahme durch den L-RH oder sonstiger Behörden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",51,"classic","RA2",1347,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","keine Vorabklärung mit Behörden (z. B. L-RH, Sanitätsbewilligungsbehörde usw.)","	- keine Realisierungsgenehmigung <br>- zeitliche Verzögerung <br>- Mehrkosten <br>- Verlängerung Risiko HNO",78,235,136,208,"Grid44",1,3,3,2,FALSE,FALSE,NA,157,72,11304,458,229,156.5,172,2,3,"Grid32"
"12143",923,923,15365963,23,4,3,"41","43.5","84","59.5",48,12,-1,-1,1349,1347,1351,307,307,"Verzögerungen in diversen Vergabeverfahren (Einsprüche) vor allem bei Schlüsselgewerken","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",52,"classic","RA3",1349,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- unklare Ausschreibungsunterlagen <br>- Vorgaben im Bezug auf den Beschaffungsprozess /Ausschreibung und Vergaben werden nicht eingehalten <br>- Willkür der Einsprucherhebenden","	- zeitliche Verzögerungen <br>- Mehrkosten",164,336,162,226,"Grid34",3,5,3,3,TRUE,TRUE,NA,172,64,11008,472,236,250,194,4,3,"Grid34"
"12145",923,923,15366145,36,2,3,"43.25","46.25","81.5","61",24,6,-1,-1,1351,1349,1399,308,308,"keine ausreichende Zugangsregelung der Nuklearmedizin zum Zeitpunkt des Abbruch des Nordtraktes von Gebäude 161 und entsprechende Information aller Beteiligten darüber","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",53,"classic","SI1",1351,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",173,326,156,215,"Grid32",3,5,3,2,FALSE,FALSE,NA,153,59,9027,424,212,249.5,185.5,4,3,"Grid34"
"12147",923,923,15366327,19,4,2,"17.5","68","44.25","90.75",32,8,-1,-1,1399,1351,1353,309,309,"Steigerung der Sicherheit von Patient:innen, Mitarbeiter:innen und Dritter","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",54,"classic","SI2",1399,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",70,177,37,128,"Grid24",1,3,2,1,FALSE,FALSE,NA,107,91,9737,396,198,123.5,82.5,2,2,"Grid22"
"12149",923,923,15366509,22,5,2,"66.75","74.5","98.75","94.75",40,10,-1,-1,1353,1399,1355,310,310,"keine ausreichende Baugrubenabsicherung zum angrenzenden Betrieb","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",55,"classic","SI3",1353,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",267,395,21,102,"Grid25",4,5,2,1,FALSE,TRUE,NA,128,81,10368,418,209,331,61.5,5,1,"Grid15"
"12151",923,923,15366691,24,5,1,"68","75.5","100","95",20,5,-1,-1,1355,1353,1357,311,311,"Ausfall kritischer Infrastruktur","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",56,"classic","SI4",1355,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","Anschluss- und Baumaßnahmen (Kälte, Wärme, Abwasser, Wasser usw.)","Versorgungsauftrag kann nicht erfüllt werden",272,400,20,98,"Grid15",4,5,2,1,FALSE,TRUE,NA,128,78,9984,412,206,336,59,5,1,"Grid15"
"12153",923,923,15366873,181,3,2,"45.25","58.5","85.25","74.5",24,6,-1,-1,1357,1355,1359,312,312,"Kollektorgang nicht nutzbar","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",57,"classic","SI5",1357,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","Bautätigkeiten","Einschränkungen in der Versorgung ( Logistik)",181,341,102,166,"Grid23",3,5,3,2,FALSE,TRUE,NA,160,64,10240,448,224,261,134,4,2,"Grid24"
"12155",923,923,15367055,47,4,2,"34.75","15.75","65.25","40.75",32,8,-1,-1,1359,1357,1361,313,313,"Beeinträchtigung des Zugangs/Zufahrt der Notaufnahme","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",58,"classic","SI6",1359,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","Intensive Verschränkung des Baustellenverkehrs mit dem laufenden Betrieb im hochfrequentierten Bereich der Notfallaufnahme","Beeinflussung der (Rettungs-)Notfahrten",139,261,237,337,"Grid24",2,4,5,3,FALSE,TRUE,NA,122,100,12200,444,222,200,287,3,4,"Grid43"
"12157",923,923,15367237,30,3,2,"25.5","10.25","62","29.75",24,6,-1,-1,1361,1359,1363,314,314,"Zeitgerechte Umsetzung/Überwachung vorhabensbezogener sicherheitstechnischer Vorgaben","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",59,"classic","SI7",1361,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",102,248,281,359,"Grid23",2,4,5,4,FALSE,TRUE,NA,146,78,11388,448,224,175,320,3,5,"Grid53"
