"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyOPixel","uncertaintyIPercent","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyPerimeterPixel","uncertaintytotalPixel","middleX","middleY","middleIGRID","middleOGRID","middleGRID","scaled_IMPACT","scaled_OCCURRENCE","scaled_X1","scaled_X2","scaled_Y1","scaled_Y2","scaled_uncertainty_X","scaled_uncertainty_Y","scaled_uncertainty_XY","scaled_uncertainty_AREA","scaled_uncertainty_PERIMETER","scaled_uncertainty_middle_X","scaled_uncertainty_middle_Y"
"9173",365,365,4693713,6,3,5,"74","1.25","99.25","27",60,15,-1,-1,1301,1299,1303,361,361,"verzögerte Freigabe von Planungsschritten und Genehmigungschritten (PA1)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",18,"classic","PA2",1301,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- fehlende Vorgaben Betriebsorganisation <br>- nicht geführte Diskussionen zu Fragen der Betriebsorganisation <br>- keine Klärung und Dokumentation der neuen Betriebsprozesse bzw. Patient:innenverantwortlichkeiten im neuen Behandlungsprozess","	- Verzögerung Gesamtprojektfortschritt <br>- fehlende Akzeptanz bei Nutzern",296,397,5,108,"Grid53",4,5,1,2,FALSE,FALSE,NA,101,103,25.25,25.75,10403,408,204,346.5,56.5,5,1,"Grid15",50,90,74,99.25,1.25,27,25.25,25.75,51,650.1875,102,86.625,14.125
"9175",365,365,4693841,13,4,5,"6.25","1","99.75","92.5",80,20,-1,-1,1303,1301,1305,362,362,"Raumplanung nicht am Betriebsbedarf ausgerichtet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",19,"classic","PF1",1303,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","zu wenig Räumlichkeiten (6 OP-Räume und 2 Eingriffsräume) bzw. Platz (z. B. Ambulanzzentrum) für 60.000 ambulante Patienten jährlich","	- Einschränkung der Betriebsabläufe (ineffektiv und ineffizient) <br>- Wartezeiten für Patient:innen <br>- reduzierte Patienten- und Mitarbeiter:innen-Zufriedenheit",25,399,4,370,"Grid54",1,5,1,5,TRUE,TRUE,NA,374,366,93.5,91.5,136884,1480,740,212,187,3,3,"Grid33",70,90,6.25,99.75,1,92.5,93.5,91.5,185,8555.25,370,53,46.75
"9177",365,365,4693969,8,4,4,"5.5","1","98.75","92",64,16,-1,-1,1305,1303,1379,363,363,"Betriebsunterbrechungen bzw. -ausfälle länger als 1 Arbeitswoche (Weiterbestand/Sanierung des restlichen Gebäudes 161 (inkl. den Räumlichkeiten für 3 SPECT/CT, 1 PET/CT) - Eingangsbereich 161","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",20,"classic","PF2",1305,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Zwischenaussiedelung der Schilddrüsenambulanz zur Baufeldfeimachung <br>- zusätzliches Baufeld wird benötigt","	- Gefährdung der Patietnt:innen-Sicherheit (onkologisch) <br>- Nicht-Erfüllung des Versorgungsauftrages <br>- Mehrkosten  <br>- Mehrbedarf Personalressourcen <br>- länger Bauzeit <br>- keine Nachnutzung",22,395,4,368,"Grid44",1,5,1,5,TRUE,TRUE,NA,373,364,93.25,91,135772,1474,737,208.5,186,3,3,"Grid33",70,70,5.5,98.75,1,92,93.25,91,184.25,8485.75,368.5,52.125,46.5
"9179",365,365,4694097,12,4,5,"42","0.5","98.75","54.5",80,20,-1,-1,1379,1305,1307,364,364,"Etablierung einer zentralen Leitstelle für die Schilddrüsenambulanz und die Nuklearmedizin","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",21,"classic","PF3",1379,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","	- effektive und effiziente Prozessgestaltung <br>- Ressourcenschonung <br>- gesteigerte Patienten- und Mitarbeiter:innen-Zufriedenheit",168,395,2,218,"Grid54",3,5,1,3,FALSE,TRUE,NA,227,216,56.75,54,49032,886,443,281.5,110,4,2,"Grid24",70,90,42,98.75,0.5,54.5,56.75,54,110.75,3064.5,221.5,70.375,27.5
"9181",365,365,4694225,10,2,4,"44","1.25","98.75","53.75",32,8,-1,-1,1307,1379,1381,365,365,"Schulungs- und Einführungsaufwand","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",22,"classic","PF4",1307,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- neuartige Technologien <br>- Verfahren <br>- Prozesse <br>- Materialien","	- Personalmehraufwand",176,395,5,215,"Grid42",3,5,1,3,FALSE,FALSE,NA,219,210,54.75,52.5,45990,858,429,285.5,110,4,2,"Grid24",30,70,44,98.75,1.25,53.75,54.75,52.5,107.25,2874.375,214.5,71.375,27.5
"9183",365,365,4694353,10,3,5,"45.75","1.75","99.5","56",60,15,-1,-1,1381,1307,1397,366,366,"Harmonisierung unterschiedlicher Standards und Umsetzungsgrade in prozessübergreifenden Managementsystemen (z. B.  Qualitäts- und Risikomanagement, ISMS, Compliance) und anderen Systemen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",23,"classic","PF5",1381,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",183,398,7,224,"Grid53",3,5,1,3,FALSE,TRUE,NA,215,217,53.75,54.25,46655,864,432,290.5,115.5,4,2,"Grid24",50,90,45.75,99.5,1.75,56,53.75,54.25,108,2915.9375,216,72.625,28.875
"9185",365,365,4694481,7,3,4,"48.75","1.5","99.5","51",48,12,-1,-1,1397,1381,1331,297,297,"Baufeldfreimachung für zukünftige Projekte","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",24,"classic","PF6",1397,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","HNO, 1. Med.","",195,398,6,204,"Grid43",3,5,1,3,FALSE,TRUE,NA,203,198,50.75,49.5,40194,802,401,296.5,105,4,2,"Grid24",50,70,48.75,99.5,1.5,51,50.75,49.5,100.25,2512.125,200.5,74.125,26.25
"9187",365,365,4694609,6,3,3,"75","1.75","87","14",36,9,-1,-1,1331,1397,1309,298,298,"Gefährdung bestehender Zertifizierungen (ISO, Onko-Zentrum, UEMS, EMAS)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",25,"classic","PF7",1331,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",300,348,7,56,"Grid33",4,5,1,1,FALSE,FALSE,NA,48,49,12,12.25,2352,194,97,324,31.5,5,1,"Grid15",50,50,75,87,1.75,14,12,12.25,24.25,147,48.5,81,7.875
"9189",365,365,4694737,7,2,3,"40","0.75","76.25","26",24,6,-1,-1,1309,1331,1311,281,281,"zusätzlicher Betrieb leer stehender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",26,"classic","PF8",1309,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- kein Abriss","	- Mehrkosten",160,305,3,104,"Grid32",3,4,1,2,FALSE,FALSE,NA,145,101,36.25,25.25,14645,492,246,232.5,53.5,3,1,"Grid13",30,50,40,76.25,0.75,26,36.25,25.25,61.5,915.3125,123,58.125,13.375
"9191",365,365,4694865,5,3,3,"27","0.75","99.25","73.25",36,9,-1,-1,1311,1309,1313,282,282,"keine Berücksichtigung der Veränderung der medizinischen Standards von der Planung bis zur Fertigstellung (ca. 6 Jahre)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",27,"classic","PF9",1311,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","medizinische Weiterentwicklung und Innovationen in der Zukunft können nicht berücksichtigt werden","",108,397,3,293,"Grid33",2,5,1,4,TRUE,TRUE,NA,289,290,72.25,72.5,83810,1158,579,252.5,148,4,2,"Grid24",50,50,27,99.25,0.75,73.25,72.25,72.5,144.75,5238.125,289.5,63.125,37
"9193",365,365,4694993,6,3,5,"7.75","54.75","98.75","92",60,15,-1,-1,1313,1311,1315,283,283,"keine ausreichende Berücksichtigung von Kapazitäten, Zeit, Kosten in der Planung der Übersiedelung während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",28,"classic","PF10",1313,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","	- Projektkosten können nicht eingehalten werden / werden wesentlich überschritten <br>- verzögerte Inbetriebnahme",31,395,219,368,"Grid53",1,5,3,5,TRUE,TRUE,NA,364,149,91,37.25,54236,1026,513,213,293.5,3,4,"Grid43",50,90,7.75,98.75,54.75,92,91,37.25,128.25,3389.75,256.5,53.25,73.375
"9195",365,365,4695121,5,3,4,"18.75","68","99","97.25",48,12,-1,-1,1315,1313,1317,284,284,"keine ausreichende Berücksichtigung der Schnittstellen zwischen Projekt und laufendem Betrieb (technisch)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",29,"classic","PF11",1315,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- keine ausreichenden technischen Gegebenheiten und Kapazitäten (Energie, Wasser, Klima, Gas, HT usw.)","	- Schnittstellenprobleme <br>- Mehrkosten",75,396,272,389,"Grid43",1,5,4,5,TRUE,TRUE,NA,321,117,80.25,29.25,37557,876,438,235.5,330.5,3,5,"Grid53",50,70,18.75,99,68,97.25,80.25,29.25,109.5,2347.3125,219,58.875,82.625
"9197",365,365,4695249,5,3,5,"43.75","34.5","94","69.75",60,15,-1,-1,1317,1315,1319,285,285,"negative Auswirkung und Beeinflussung des angrenzenden (laufenden) Betriebs","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",30,"classic","PF12",1317,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Nähe zum Baufeld (Erschütterungen, Lärm, Staub) <br>- keine adäquate Baufeldabgrenzung","	- Einschränkgung im Bereich (z. B. Nukl.Med., Notfallaufnahmen, Zufahrt) <br>- klinische Abläufe <br>- Patient:innen- und Mitarbeiter:innensicherheit und -zufriedenheit <br>- Gerätesicherheit <br>- Hygiene <br>- Logistik <br>- Brandschutz uvm.",175,376,138,279,"Grid53",3,5,2,4,FALSE,TRUE,NA,201,141,50.25,35.25,28341,684,342,275.5,208.5,4,3,"Grid34",50,90,43.75,94,34.5,69.75,50.25,35.25,85.5,1771.3125,171,68.875,52.125
"9199",365,365,4695377,4,3,4,"41","39.25","67","84.25",48,12,-1,-1,1319,1317,1383,286,286,"Neu-Bewilligungen werden notwendig","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",31,"classic","PF13",1319,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Abrisse","hohe Anforderungen mach Schließungen von Gebäuden notwendig",164,268,157,337,"Grid43",3,4,2,5,TRUE,TRUE,NA,104,180,26,45,18720,568,284,216,247,3,4,"Grid43",50,70,41,67,39.25,84.25,26,45,71,1170,142,54,61.75
"9201",365,365,4695505,8,3,4,"33.25","27.5","99.25","61.25",48,12,-1,-1,1383,1319,1385,287,287,"Adaptierung/Modernisierung der räumlichen Strukturen an die Anforderungen des Versorgungsauftrags sowie an die Anforderungen der betroffenen Primär- und Sekundärversorgungsbereiche","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",32,"classic","PF14",1383,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- demographische Entwicklung <br>Allgemein: <br>- infrastrukturelle Veränderung <br>- personalstrukturelle Veränderung <br>- abrechnungstechnische Veränderung <br>- beschaffungsspezifische Veränderung <br>- besserer Patient:innenkomfort im stationären (Betten-)Bereich <br>- bessere Anbindung an das CMZ (kürzere Patiet:innenwege <br>- bessere Umsetzung von Schallschutzmaßnahmen (Audiometrie) <br>","	- Berücksichtigung zukünftiger Versorungsbedarfe  <br>- Erhöhung der Versorgungsqualität (Reduktion der Wartezeiten) <br>- Stärkung des medizinischen Standards der Fachbereiche <br>- Effektivere und effizientere Gestaltung der Arbeitsabläufe bzw. des klinischen Alltags (z. B. Einführung einer zentralen Leitstelle / elektronische Unterstützung, Einführung neuer Berufsgruppen z. B. MOA, OA) <br>- kürzere Wege <br>- Verbesserung der Patienten- und Mitarbeiter:innen-Zufriedenheit ==> Imageverbesserung <br>- fachübergreifende Vernetzung der Fächer des Kopfzentrums <br>- Beibehaltung bzw. Erhöhung der Felxibilität des med. Personals => Schonung der Personalressource <br>- kein Bedarf des Transports radioaktiver Tracer <br>- Verbesserung der interdisziplinären Zusammenarbeit der Fachbereiche <br>- Nutzung von Synergien durch die Zusammenführung einzelner bisher autarker Fachbereiche <br>- Verschiebung von Marktanteilen",133,397,110,245,"Grid43",2,5,2,4,TRUE,TRUE,NA,264,135,66,33.75,35640,798,399,265,177.5,4,3,"Grid34",50,70,33.25,99.25,27.5,61.25,66,33.75,99.75,2227.5,199.5,66.25,44.375
"9203",365,365,4695633,11,3,4,"23.5","62","99.5","88.5",48,12,-1,-1,1385,1383,1321,288,288,"nachhaltige Interimslösung der Räumlichkeiten zur Nachnutzung als Ausweichstation","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",33,"classic","PF15",1385,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",94,398,248,354,"Grid43",2,5,4,5,TRUE,TRUE,NA,304,106,76,26.5,32224,820,410,246,301,4,4,"Grid44",50,70,23.5,99.5,62,88.5,76,26.5,102.5,2014,205,61.5,75.25
"9205",365,365,4695761,9,2,3,"30.25","43.25","99.25","91.5",24,6,-1,-1,1321,1385,1387,289,289,"keine Kompatibilität der Projektziele mit dem Versorgungsauftrag  (z. B. Betriebsziele, politische Ziele, Umsetzung ÖSG-RSG usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",34,"classic","PU1",1321,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Vorgaben des RSG NEU (2025) sehen wesentliche Änderungen zu dem im Projektumfang definierten Struktur- und Leistungsspektrum (Basis RSG 2020) vor (RSG 2030 könnte die Projektgrundlagen nochmals verändern ==> Stichwort: Auslagerung in die extramurale Versorgung) <br>- Unkenntnis über die Möglichkeit der Einsetzbarkeit des Faches PMR <br>- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>","	- Nicht-Erfüllung des gesetzlich definierten Versorgungsauftrags <br>- keine Projektumsetzung",121,397,173,366,"Grid32",2,5,3,5,TRUE,TRUE,NA,276,193,69,48.25,53268,938,469,259,269.5,4,4,"Grid44",30,50,30.25,99.25,43.25,91.5,69,48.25,117.25,3329.25,234.5,64.75,67.375
"9207",365,365,4695889,6,3,4,"57.75","2","99.5","57",48,12,-1,-1,1387,1321,1389,290,290,"Einhaltung sicherheits- und gesundheitspolitischer Auflagen und Einschränkungen (ÖSG-RSG)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",35,"classic","PU2",1387,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",231,398,8,228,"Grid43",3,5,1,3,FALSE,TRUE,NA,167,220,41.75,55,36740,774,387,314.5,118,4,2,"Grid24",50,70,57.75,99.5,2,57,41.75,55,96.75,2296.25,193.5,78.625,29.5
"9209",365,365,4696017,7,3,3,"44.5","0.75","78.5","30.25",36,9,-1,-1,1389,1387,1391,291,291,"Verbesserung der Positionierung am Arbeitsmarkt","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",36,"classic","PU3",1389,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","z. B. moderne Strukturen und Arbeitsabläufe","	- gesteigertes Interesse bei DGKP, PA, RT, BMA",178,314,3,121,"Grid33",3,4,1,2,FALSE,TRUE,NA,136,118,34,29.5,16048,508,254,246,62,4,1,"Grid14",50,50,44.5,78.5,0.75,30.25,34,29.5,63.5,1003,127,61.5,15.5
"9211",365,365,4696145,9,3,4,"43.25","1","99.75","55.75",48,12,-1,-1,1391,1389,1393,292,292,"Verbesserung der interdisziplinären Zusammenarbeit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",37,"classic","PU4",1391,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","räumliche und organisatorische Zusammenführung","Verbesserung der Versorgungsqualität",173,399,4,223,"Grid43",3,5,1,3,FALSE,TRUE,NA,226,219,56.5,54.75,49494,890,445,286,113.5,4,2,"Grid24",50,70,43.25,99.75,1,55.75,56.5,54.75,111.25,3093.375,222.5,71.5,28.375
"9213",365,365,4696273,7,3,5,"23.25","1","54.25","34.5",60,15,-1,-1,1393,1391,1395,293,293,"Integration der Pädaudiometrie in die HNO bzw. Kopfzentrum","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",38,"classic","PU5",1393,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","	- Verbesserung der intramuralen Versorgung für Kinder;  <br>- zeitökonomisches Arbeiten möglich (dzt. Lange Wartezeiten für den Pat./weite Wege im Klinikum, direkte Kommunikation zw. Arzt und Logopädie derzeit nur eingeschränkt gegeben)",93,217,4,138,"Grid53",2,3,1,2,FALSE,TRUE,NA,124,134,31,33.5,16616,516,258,155,71,2,1,"Grid12",50,90,23.25,54.25,1,34.5,31,33.5,64.5,1038.5,129,38.75,17.75
"9215",365,365,4696401,12,2,3,"50","15.25","61.75","27",24,6,-1,-1,1395,1393,1323,294,294,"Neubau","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",39,"classic","PU6",1395,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","sprunghafte Strukturqualitätssteigerung, Minimierung der Betriebsausfälle",200,247,61,108,"Grid32",3,4,1,2,FALSE,FALSE,NA,47,47,11.75,11.75,2209,188,94,223.5,84.5,3,2,"Grid23",30,50,50,61.75,15.25,27,11.75,11.75,23.5,138.0625,47,55.875,21.125
"9217",365,365,4696529,8,2,4,"9.25","76.5","29.25","86.75",32,8,-1,-1,1323,1395,1325,295,295,"Projektfortschritt bzw. -laufzeiten können nicht eingehalten werden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",40,"classic","PU7",1323,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Abwicklung der behördlichen Verfahren nicht terminkonform <br>- keine Berücksichtigung ausreichender Vorlaufzeiten für Behördenverfahren (eingeschränkte Personalkapazitäten)/notwendige Gutachten in der Projektterminplanung  <br>- zweistufige Genehmigungsverfahren für Tätigkeiten mit offenen radioaktiven Stoffen (lt. Strahlenschutzgesetz) <br>- sonstige behördliche Aktivitäten <br>- politische Einflussfaktoren => neue Priorisierung von Projekten <br>- Divergierende Ziele unterschiedlicher Vorhabenspartner (z. B. Nutzer, Anrainer, Bauherr) <br>- Unkenntnis des gesamten Projektkontext => keine Kenntnis und systematische Steuerung aller Chancen und Risiken/Stärken und Schwächen für die Projektplanung und -umsetzung  <br>- etwaige Auflagen aus diversen notwendigen Gutachten bzw. von Behörden müssen umgesetzt werden","	- zusätzliche Kosten   <br>- Verzögerung der Inbetriebnahme <br>- Versorgungsengpässe bei Betriebsausfällen in den Altstrukturen <br>- zeitliche Verzögerung <br>- Verlängerung Risiko HNO (TOP Unternehmensrisiko)",37,117,306,347,"Grid42",1,2,4,5,TRUE,TRUE,NA,80,41,20,10.25,3280,242,121,77,326.5,1,5,"Grid51",30,70,9.25,29.25,76.5,86.75,20,10.25,30.25,205,60.5,19.25,81.625
"9219",365,365,4696657,7,2,4,"18.5","35","48.5","67.5",32,8,-1,-1,1325,1323,1327,296,296,"keine Synchronisierung mit dem Masterplan 2030","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",41,"classic","PU8",1325,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Masterplan ist nicht fertig gestellt (Genehmigung durch AR notwendig?) <br>- Projektpriorisierung  ist nicht eindeutig ==> keine ausreichende Abstimmung der Planungen des Projekts Kopfzentrum mit anderen leistungsbedingten Einflussbereichen wie z. B.  onkologisches Zentrum, ELKI (akute und ambulante Behandlung von Kindern)","'- Standortstrategie nicht einhaltbar <br>- Terminkollisionen",74,194,140,270,"Grid42",1,3,2,4,TRUE,TRUE,NA,120,130,30,32.5,15600,500,250,134,205,2,3,"Grid32",30,70,18.5,48.5,35,67.5,30,32.5,62.5,975,125,33.5,51.25
"9221",365,365,4696785,12,2,4,"9","71.75","23.25","99.5",32,8,-1,-1,1327,1325,1329,320,320,"keine Genehmigung ausreichender finanzieller Mittel","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",42,"classic","PU9",1327,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- gedeckeltes Landesbudget <br>- Projektunschärfe im Budget nicht abdeckbar <br>- im Laufe des Projekts entstehende Mehrkosten (siehe auch diverse angeführte Risiken)","	- keine bzw. nur eingeschränkte Umsetzung des Projekts <br>- Mehrkosten",36,93,287,398,"Grid42",1,2,4,5,TRUE,TRUE,NA,57,111,14.25,27.75,6327,336,168,64.5,342.5,1,5,"Grid51",30,70,9,23.25,71.75,99.5,14.25,27.75,42,395.4375,84,16.125,85.625
"9223",365,365,4696913,5,3,4,"26.25","35.75","60","62.75",48,12,-1,-1,1329,1327,1333,321,321,"Terminkollisionen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",43,"classic","PU10",1329,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- mehrere gleichzeitig laufende Projekte (AUVA CHO) <br>- gleiches Baufeld mit etwaigen Projekt AUVA CHO","	- Projektverzögerung <br>- gleichzeitiger Zugriff auf Firmen <br>- Einschränkung der Zufahrtbereiche",105,240,143,251,"Grid43",2,4,2,4,TRUE,TRUE,NA,135,108,33.75,27,14580,486,243,172.5,197,3,3,"Grid33",50,70,26.25,60,35.75,62.75,33.75,27,60.75,911.25,121.5,43.125,49.25
"9225",365,365,4697041,7,3,4,"28.5","40","52.25","70.5",48,12,-1,-1,1333,1329,1335,299,299,"keine Identifikation der Schlüsselpositionen mit dem Projekt und den damit in Verbindung stehenden Zielen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",44,"classic","PV1",1333,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>- RSG Vorgaben nicht bekannt","Projektverzögerung",114,209,160,282,"Grid43",2,3,3,4,TRUE,TRUE,NA,95,122,23.75,30.5,11590,434,217,161.5,221,3,3,"Grid33",50,70,28.5,52.25,40,70.5,23.75,30.5,54.25,724.375,108.5,40.375,55.25
"9227",365,365,4697169,8,4,3,"68","67.25","99.75","95",48,12,-1,-1,1335,1333,1337,300,300,"Planungsfehler (z. B. Vorhabensbudget, Investitionsprogramm, Betriebsbudget, Folgekosten usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",45,"classic","PV2",1335,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- BO und Raum- und Funktionsplan nicht detailliert <br>- keine eindeutige Projektabgrenzung zu anderen Projekten bzw. Instandhaltung","	- Mehrkosten <br>- Verzögerung <br>",272,399,269,380,"Grid34",4,5,4,5,FALSE,TRUE,NA,127,111,31.75,27.75,14097,476,238,335.5,324.5,5,5,"Grid55",70,50,68,99.75,67.25,95,31.75,27.75,59.5,881.0625,119,83.875,81.125
"9229",365,365,4697297,9,4,4,"69.5","65.75","98.5","91.5",64,16,-1,-1,1337,1335,1339,301,301,"keine Kompatibilität der Projektziele mit den Abteilungszielen/Nutzer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",46,"classic","PV3",1337,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Auffassungsunterschiede/Interessen zw. Projektbeteiligten KM und Klinikum aufgrund unterschiedlicher Prioritäten <br>- keine Akzeptanz der Projektvorgaben durch die Nutzer","Behinderung der Projektabwicklung",278,394,263,366,"Grid44",4,5,4,5,TRUE,TRUE,NA,116,103,29,25.75,11948,438,219,336,314.5,5,4,"Grid45",70,70,69.5,98.5,65.75,91.5,29,25.75,54.75,746.75,109.5,84,78.625
"9231",365,365,4697425,7,3,4,"68.75","69.5","99.5","97",48,12,-1,-1,1339,1337,1341,302,302,"keine ausreichend klare Formulierung der Projektziele","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",47,"classic","PV4",1339,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","	- Gefährdung den Projekterfolgs",275,398,278,388,"Grid43",4,5,4,5,TRUE,FALSE,NA,123,110,30.75,27.5,13530,466,233,336.5,333,5,5,"Grid55",50,70,68.75,99.5,69.5,97,30.75,27.5,58.25,845.625,116.5,84.125,83.25
