"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyIPercent","uncertaintyOPixel","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyAreaPercent","uncertaintyPerimeterPixel","uncertaintyPerimeterPercent","uncertaintytotalPixel","uncertaintytotalPercent"
"11433",882,882,12944021,21,3,4,"51","19.75","94.5","38.25",48,12,-1,-1,1325,1323,1327,296,296,"keine Synchronisierung mit dem Masterplan 2030","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",41,"classic","PU8",1325,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- Masterplan ist nicht fertig gestellt (Genehmigung durch AR notwendig?) <br>- Projektpriorisierung  ist nicht eindeutig ==> keine ausreichende Abstimmung der Planungen des Projekts Kopfzentrum mit anderen leistungsbedingten Einflussbereichen wie z. B.  onkologisches Zentrum, ELKI (akute und ambulante Behandlung von Kindern)","'- Standortstrategie nicht einhaltbar <br>- Terminkollisionen",204,378,79,153,NA,3,5,4,4,TRUE,FALSE,NA,174,43.5,74,18.5,12876,20601600,496,7936,248,1984
"11435",882,882,12944193,17,3,3,"67","20","92.5","40.25",36,9,-1,-1,1327,1325,1329,320,320,"keine Genehmigung ausreichender finanzieller Mittel","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",42,"classic","PU9",1327,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- gedeckeltes Landesbudget <br>- Projektunschärfe im Budget nicht abdeckbar <br>- im Laufe des Projekts entstehende Mehrkosten (siehe auch diverse angeführte Risiken)","	- keine bzw. nur eingeschränkte Umsetzung des Projekts <br>- Mehrkosten",268,370,80,161,NA,4,5,3,4,FALSE,TRUE,NA,102,25.5,81,20.25,8262,13219200,366,5856,183,1464
"11437",882,882,12944365,10,4,4,"67","13","100","45",64,16,-1,-1,1329,1327,1333,321,321,"Terminkollisionen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",43,"classic","PU10",1329,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- mehrere gleichzeitig laufende Projekte (AUVA CHO) <br>- gleiches Baufeld mit etwaigen Projekt AUVA CHO","	- Projektverzögerung <br>- gleichzeitiger Zugriff auf Firmen <br>- Einschränkung der Zufahrtbereiche",268,400,52,180,NA,4,5,3,5,TRUE,TRUE,NA,132,33,128,32,16896,27033600,520,8320,260,2080
"11439",882,882,12944537,10,4,3,"40.25","36","64.75","54.5",48,12,-1,-1,1333,1329,1335,299,299,"keine Identifikation der Schlüsselpositionen mit dem Projekt und den damit in Verbindung stehenden Zielen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",44,"classic","PV1",1333,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>- RSG Vorgaben nicht bekannt","Projektverzögerung",161,259,144,218,NA,3,4,3,4,TRUE,TRUE,NA,98,24.5,74,18.5,7252,11603200,344,5504,172,1376
"11441",882,882,12944709,15,3,4,"37.75","37.25","65.25","58",48,12,-1,-1,1335,1333,1337,300,300,"Planungsfehler (z. B. Vorhabensbudget, Investitionsprogramm, Betriebsbudget, Folgekosten usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",45,"classic","PV2",1335,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- BO und Raum- und Funktionsplan nicht detailliert <br>- keine eindeutige Projektabgrenzung zu anderen Projekten bzw. Instandhaltung","	- Mehrkosten <br>- Verzögerung <br>",151,261,149,232,NA,2,4,3,4,TRUE,TRUE,NA,110,27.5,83,20.75,9130,14608000,386,6176,193,1544
"11443",882,882,12944881,12,3,4,"48.75","60.5","70.75","78",48,12,-1,-1,1337,1335,1339,301,301,"keine Kompatibilität der Projektziele mit den Abteilungszielen/Nutzer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",46,"classic","PV3",1337,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- Auffassungsunterschiede/Interessen zw. Projektbeteiligten KM und Klinikum aufgrund unterschiedlicher Prioritäten <br>- keine Akzeptanz der Projektvorgaben durch die Nutzer","Behinderung der Projektabwicklung",195,283,242,312,NA,3,4,2,2,TRUE,FALSE,NA,88,22,70,17.5,6160,9856000,316,5056,158,1264
"11445",882,882,12945053,13,3,3,"54","77.5","77.5","94",36,9,-1,-1,1339,1337,1341,302,302,"keine ausreichend klare Formulierung der Projektziele","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",47,"classic","PV4",1339,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","	- Gefährdung den Projekterfolgs",216,310,310,376,NA,3,4,1,2,TRUE,FALSE,NA,94,23.5,66,16.5,6204,9926400,320,5120,160,1280
"11447",882,882,12945225,34,3,4,"71.5","38.75","100","55",48,12,-1,-1,1341,1339,1343,303,303,"keine ausreichende Berücksichtigung der Nutzeranforderungen in der Planung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",48,"classic","PV5",1341,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- mangelhafte (Architekten-)Planung (unzureichendes Raumangebot)  <br> <br>- siehe beispielhaft nachfolgende Punkte: <br> Nuklearmedizin: Übersiedelung bzw. Neubau folgender Strukturen: <br>- Aufnahme Nuklearmedizin <br>- Aufnahme Schilddrüse/Spezialambulanzen <br>HNO <br>- Berücksichtigung der hohen Frequenzen (Haupteingang) <br>- Lenken der Patient:innenströme im ambulanten Bereich <br> Physikalische Medizin: <br>- Therapiebecken für Wasseranwendungen <br>- Raum Medizinische Trainingstherapie <br> Hygiene <br>- ausreichender Lagerräume und -flächen => Just in Time-Lieferungen z. B. von patientenbezogenen OP-Tassen  <br>- ausreichend Bettenlagerflächen (erhöhtes Patient:innenaufkommen in der Holdingarea OP-Bereich) <br> Technik <br>- hohe Zwischendecken (zukünftige Nachrüstungen) / Zwischendeckenelemente <br>- Aufzüge (inkl. Schachtentlüftung) redundant ausführen","	- keine Anpassung der Räumlichkeiten an die Untersuchungsanforderungen (z. B. Pädaudiometrie muss vollständig verdunkelt werden können, Waschbecken in allen Räumlichkeiten) <br>- keine korrekte Durchführung von Messungen <br>- Gefährdung des Untersuchungserfolgs  <br>- Gefährdung der Patient:innensicherheit <br>- Fülle an Anforderungen können nicht zeitnah erfüllt werden <br>- Ressourcenmehrbedarf",286,400,155,220,NA,4,5,3,4,TRUE,TRUE,NA,114,28.5,65,16.25,7410,11856000,358,5728,179,1432
"11449",882,882,12945397,15,3,5,"60.5","41","92","59.5",60,15,-1,-1,1343,1341,1345,304,304,"Baufeld in zentralem Krankenhausumfeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",49,"classic","PV6",1343,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","(Not-)Anlieferung von Patient:innen, Logistiktransporte, Besucher","chaotische Verkehrssituation",242,368,164,238,NA,4,5,3,3,TRUE,TRUE,NA,126,31.5,74,18.5,9324,14918400,400,6400,200,1600
"11451",882,882,12945569,15,5,4,"68.75","34.75","99.5","59.25",80,20,-1,-1,1345,1343,1347,305,305,"keine Berücksichtigung etwaiger gesetzlicher Vorgaben des Strahlenschutz im Rahmen von Bautätigkeiten","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",50,"classic","RA1",1345,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- Gefahrenstoffe","	- möglicherweise Abstände und Absperrungen notwendig",275,398,139,237,NA,4,5,3,4,TRUE,FALSE,NA,123,30.75,98,24.5,12054,19286400,442,7072,221,1768
"11453",882,882,12945741,14,4,4,"61.25","39.5","99.75","64.75",64,16,-1,-1,1347,1345,1349,306,306,"negative Stellungnahme durch den L-RH oder sonstiger Behörden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",51,"classic","RA2",1347,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","keine Vorabklärung mit Behörden (z. B. L-RH, Sanitätsbewilligungsbehörde usw.)","	- keine Realisierungsgenehmigung <br>- zeitliche Verzögerung <br>- Mehrkosten <br>- Verlängerung Risiko HNO",245,399,158,259,NA,4,5,2,4,TRUE,TRUE,NA,154,38.5,101,25.25,15554,24886400,510,8160,255,2040
"11455",882,882,12945913,17,4,4,"68.5","29","100","71.25",64,16,-1,-1,1349,1347,1351,307,307,"Verzögerungen in diversen Vergabeverfahren (Einsprüche) vor allem bei Schlüsselgewerken","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",52,"classic","RA3",1349,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- unklare Ausschreibungsunterlagen <br>- Vorgaben im Bezug auf den Beschaffungsprozess /Ausschreibung und Vergaben werden nicht eingehalten <br>- Willkür der Einsprucherhebenden","	- zeitliche Verzögerungen <br>- Mehrkosten",274,400,116,285,NA,4,5,2,4,TRUE,TRUE,NA,126,31.5,169,42.25,21294,34070400,590,9440,295,2360
"11457",882,882,12946085,12,4,3,"75.25","38.25","100","75.5",48,12,-1,-1,1351,1349,1399,308,308,"keine ausreichende Zugangsregelung der Nuklearmedizin zum Zeitpunkt des Abbruch des Nordtraktes von Gebäude 161 und entsprechende Information aller Beteiligten darüber","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",53,"classic","SI1",1351,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","",301,400,153,302,NA,4,5,2,4,FALSE,TRUE,NA,99,24.75,149,37.25,14751,23601600,496,7936,248,1984
"11459",882,882,12946257,10,4,3,"36.75","39.5","65.25","62",48,12,-1,-1,1399,1351,1353,309,309,"Steigerung der Sicherheit von Patient:innen, Mitarbeiter:innen und Dritter","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",54,"classic","SI2",1399,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","",147,261,158,248,NA,2,4,2,4,TRUE,TRUE,NA,114,28.5,90,22.5,10260,16416000,408,6528,204,1632
"11461",882,882,12946429,8,4,3,"51.5","75.25","85.75","93.25",48,12,-1,-1,1353,1399,1355,310,310,"keine ausreichende Baugrubenabsicherung zum angrenzenden Betrieb","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",55,"classic","SI3",1353,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","",206,343,301,373,NA,3,5,1,2,TRUE,FALSE,NA,137,34.25,72,18,9864,15782400,418,6688,209,1672
"11463",882,882,12946601,7,4,3,"44.25","48.5","100","64.75",48,12,-1,-1,1355,1353,1357,311,311,"Ausfall kritischer Infrastruktur","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",56,"classic","SI4",1355,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","Anschluss- und Baumaßnahmen (Kälte, Wärme, Abwasser, Wasser usw.)","Versorgungsauftrag kann nicht erfüllt werden",177,400,194,259,NA,3,5,2,3,TRUE,FALSE,NA,223,55.75,65,16.25,14495,23192000,576,9216,288,2304
"11465",882,882,12946773,8,4,3,"34","61.75","69.5","75",48,12,-1,-1,1357,1355,1359,312,312,"Kollektorgang nicht nutzbar","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",57,"classic","SI5",1357,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","Bautätigkeiten","Einschränkungen in der Versorgung ( Logistik)",136,278,247,300,NA,2,4,2,2,TRUE,FALSE,NA,142,35.5,53,13.25,7526,12041600,390,6240,195,1560
"11467",882,882,12946945,9,5,3,"49.75","40.5","89.5","55.75",60,15,-1,-1,1359,1357,1361,313,313,"Beeinträchtigung des Zugangs/Zufahrt der Notaufnahme","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",58,"classic","SI6",1359,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","Intensive Verschränkung des Baustellenverkehrs mit dem laufenden Betrieb im hochfrequentierten Bereich der Notfallaufnahme","Beeinflussung der (Rettungs-)Notfahrten",199,358,162,223,NA,3,5,3,3,TRUE,FALSE,NA,159,39.75,61,15.25,9699,15518400,440,7040,220,1760
"11469",882,882,12947117,9,4,3,"37.25","36.25","97.25","54.5",48,12,-1,-1,1361,1359,1363,314,314,"Zeitgerechte Umsetzung/Überwachung vorhabensbezogener sicherheitstechnischer Vorgaben","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",59,"classic","SI7",1361,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","",149,389,145,218,NA,2,5,3,4,TRUE,TRUE,NA,240,60,73,18.25,17520,28032000,626,10016,313,2504
"11471",882,882,12947289,6,4,3,"32","40","100","56.5",48,12,-1,-1,1363,1361,1365,315,315,"keine ausreichende Einbindung und Information der Sicherheitsbeauftragten über sicherheitsrelevante Faktoren","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",60,"classic","SI8",1363,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","",128,400,160,226,NA,2,5,3,3,TRUE,FALSE,NA,272,68,66,16.5,17952,28723200,676,10816,338,2704
"11473",882,882,12947461,12,5,3,"68","21.75","99.75","73.75",60,15,-1,-1,1365,1363,1401,316,316,"Gefährdung des Abklingbeckens durch Bestandsabriss in Nähe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",61,"classic","SI9",1365,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","Baumaßnahmen","Gefährdung des Grundwassers",272,399,87,295,NA,4,5,2,4,FALSE,FALSE,NA,127,31.75,208,52,26416,42265600,670,10720,335,2680
"11475",882,882,12947633,6,5,4,"71","2.25","99.5","25",80,20,-1,-1,1401,1365,1367,317,317,"Verbesserung der technischen Betriebssicherheit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",62,"classic","TE1",1401,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","",284,398,9,100,NA,4,5,4,5,TRUE,TRUE,NA,114,28.5,91,22.75,10374,16598400,410,6560,205,1640
"11477",882,882,12947805,21,4,5,"70.75","5.25","99","42",80,20,-1,-1,1367,1401,1403,318,318,"Beschädigung bzw. Beeinträchtigung der Betriebsbereitschaft sensibler medizintechnischer Geräte (z. B. SPECT Kameras, Szintillationskristalle) Bestand und Siedlungsgut","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",63,"classic","TE2",1367,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- Abriss <br>- Erschütterungen <br>- Temperaturschwankungen <br>- Staubentwicklung","Gefährdung der Patient:innensicherheit",283,396,21,168,NA,4,5,3,5,TRUE,TRUE,NA,113,28.25,147,36.75,16611,26577600,520,8320,260,2080
"11479",882,882,12947977,9,4,4,"62.75","20.75","100","55.75",64,16,-1,-1,1403,1367,1369,319,319,"Zusammenführung, Anbindung, Harmonisierung struktureller und technischer Standards und deren Auslegung (alt/neu) ==> Implementierung aktueller Haus- und Betriebstechnik","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",64,"classic","TE3",1403,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- Umsetzung eines Neubaus","	- moderne, gleichwertige technische Infrastruktur <br>- Anlagenredundanz",251,400,83,223,NA,4,5,3,4,TRUE,TRUE,NA,149,37.25,140,35,20860,33376000,578,9248,289,2312
"11481",882,882,12948149,14,5,4,"74.25","20","98.25","60.5",80,20,-1,-1,1369,1403,1371,322,322,"Fernwärme/Kälteversorgung für zukünftige Versorgung berücksichtigen (Neuverlegung, Trassenführung)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",65,"classic","TE4",1369,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","",297,393,80,242,NA,4,5,2,4,TRUE,FALSE,NA,96,24,162,40.5,15552,24883200,516,8256,258,2064
"11483",882,882,12948321,5,4,4,"32.5","32.25","65.25","63.25",64,16,-1,-1,1371,1369,1233,323,323,"Kollektorgänge für zukünftige Erweiterungen vorbereitet (Onkozentrum)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",66,"classic","TE5",1371,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","",130,261,129,253,NA,2,4,2,4,TRUE,TRUE,NA,131,32.75,124,31,16244,25990400,510,8160,255,2040
"11485",882,882,12948493,13,5,4,"32.25","39.75","62.25","59.75",80,20,-1,-1,1233,1371,1261,324,324,"keine absolute Staubfreiheit im Strahlenbereich für offene radioaktive Stoffe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",67,"classic","TE6",1233,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","",129,249,159,239,NA,2,4,2,3,TRUE,FALSE,NA,120,30,80,20,9600,15360000,400,6400,200,1600
"11487",882,882,12948665,10,3,4,"46.75","38","99.5","59",48,12,-1,-1,1261,1233,1263,340,340,"IT- und MT-Schnittstellenproblematiken zwischen den Einrichtungen werden nicht ausreichend berücksichtigt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",68,"classic","TE7",1261,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","",187,398,152,236,NA,3,5,3,4,TRUE,TRUE,NA,211,52.75,84,21,17724,28358400,590,9440,295,2360
"11489",882,882,12948837,16,5,3,"59.5","40.5","100","58.25",60,15,-1,-1,1263,1261,1265,341,341,"Hebeanlage CMZ-Abwasser befindet sich direkt am Baufeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",69,"classic","TE8",1263,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","keine Abwasserentsorgung vom CMZ möglich",238,400,162,233,NA,3,5,3,3,TRUE,FALSE,NA,162,40.5,71,17.75,11502,18403200,466,7456,233,1864
"11491",882,882,12949009,14,4,4,"60.75","21.75","99.75","41.5",64,16,-1,-1,1265,1263,1267,342,342,"Statik der  zweiten  Med für Umbauten des Bestandes nicht geeignet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",70,"classic","TE9",1265,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- Zustand Altbestand","erhebliche Mehrkosten für Umbau und Abriss",243,399,87,166,NA,4,5,3,4,TRUE,TRUE,NA,156,39,79,19.75,12324,19718400,470,7520,235,1880
"11493",882,882,12949181,20,3,4,"45.75","14","71.5","40.5",48,12,-1,-1,1267,1265,1373,343,343,"Lärm- und Staubbelästigung während der Bauphase der Patient:innen und Mitarbeiter:innen in den umliegenden Gebäude(-teile) ==> Nähe Notfallaufnahme ==> zentraler Verkehrsknotenpunkt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",71,"classic","UÖ1",1267,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- Unklare Definition der Anforderungen in den Ausschreibungsunterlagen <br>- Mangelhafte Kommunikation <br>- Mangelhafte Kontrollen <br>- Mangelndes Bewusstsein der Ausführenden <br>im Rahmen der Bautätigkeiten","	- Patient:innen und Mitarbeiter:innenunzufriedenheit <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- Höhere psychische Belastung der MA und Patient:innen <br> <br>",183,286,56,162,NA,3,4,3,5,TRUE,TRUE,NA,103,25.75,106,26.5,10918,17468800,418,6688,209,1672
"11495",882,882,12949353,14,5,5,"50","28.75","100","70.5",100,25,-1,-1,1373,1267,1235,325,325,"Integration ressourcenschonender Energienutzungsmodelle in die Projektplanung (Alternativenergie, Passivhausstandard, Grundwasserkühlung/-energiespeicherung, Photovoltaik (z. B. in Fassade integrieren oder am Dach), Erdwärme, Sonnenschutz - starke Lamellen, Fassadenfarbe, Niedertemperatur Heiz-Kühlsystem (Baukernaktivierung,  usw.)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",72,"classic","UÖ2",1373,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","	- erhöhter Baukosteneinsatz <br>- zusätzliche Beschattung",200,400,115,282,NA,3,5,2,4,TRUE,FALSE,NA,200,50,167,41.75,33400,53440000,734,11744,367,2936
"11497",882,882,12949525,11,4,4,"35.25","22.75","71.25","39.5",64,16,-1,-1,1235,1373,1237,326,326,"Erschütterungen während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",73,"classic","UÖ3",1235,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","Nähe Baufeld","	- Patient:innen und Mitarbeiter:innen Unzufriedenheit <br>- Schädigung etwaiger hochsensibler medizinsicher Geräte (z. B. SPECT Kamera, PET/CT) <br>- Beeinträchtigung bei Operationen <br>- Schädigung angrenzender Gebäude(-teile) <br>- Reduzierte Sicherheit der Patienten:innen und Mitarbeiter:innen <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- höhere psychische Belastung der MA und Patient:innen",141,285,91,158,NA,2,4,4,4,TRUE,TRUE,NA,144,36,67,16.75,9648,15436800,422,6752,211,1688
"11499",882,882,12949697,10,3,4,"34.75","24.5","91.75","42",48,12,-1,-1,1237,1235,1239,327,327,"unbekannte Einbauten im Boden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",74,"classic","UÖ4",1237,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- keine vorliegenden Unterlagen","	- Mehrkosten",139,367,98,168,NA,2,5,3,4,TRUE,TRUE,NA,228,57,70,17.5,15960,25536000,596,9536,298,2384
"11501",882,882,12949869,14,3,5,"48.25","43.75","89.5","63.5",60,15,-1,-1,1239,1237,1241,328,328,"keine Kenntnis über das Ausmaß des kontaminierten Abbruchmaterials (Asbest, gefährliche Stoffe) und kontaminierte Einbauten im Baugrund","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",75,"classic","UÖ5",1239,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","alte Baureste (Sondermüll) z. B. Abriss Schilddrüsenambulanz","	- Mehrkosten <br>- Baustelleneinschränkungen <br>- (erhöhte) Umweltauflagen werden nicht eingehalten",193,358,175,254,NA,3,5,2,3,TRUE,TRUE,NA,165,41.25,79,19.75,13035,20856000,488,7808,244,1952
"11503",882,882,12950041,9,3,4,"47.25","45.25","73","65.75",48,12,-1,-1,1241,1239,1243,329,329,"Verunreinigung angrenzender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",76,"classic","UÖ6",1241,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","Abklingbecken der Nuklearmedizin","	- Mehrkosten <br>- Projektverzögerungen <br>- Image <br>- Verunreinigung des Grundwassers",189,292,181,263,NA,3,4,2,3,TRUE,TRUE,NA,103,25.75,82,20.5,8446,13513600,370,5920,185,1480
"11505",882,882,12950213,12,5,4,"47.75","39.25","99.75","57.25",80,20,-1,-1,1243,1241,1245,330,330,"Verunreinigung des Grundwasser","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",77,"classic","UÖ7",1243,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- bauliche Tätigkeiten","Verlust des Trinkwasser",191,399,157,229,NA,3,5,3,4,TRUE,FALSE,NA,208,52,72,18,14976,23961600,560,8960,280,2240
"11507",882,882,12950385,13,4,3,"47.5","35","100","98",48,12,-1,-1,1245,1243,1375,331,331,"unkontrollierter Wassereintritt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",78,"classic","UÖ8",1245,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- Hochwasserschutz wurde nicht ausreichend berücksichtigt <br>- mangelnde Abdeckarbeiten im Zuge der Bautätigkeiten","	- Personenschaden <br>- Sachschaden  <br>- Bauverzögerung <br>- Sach- bzw. Personenschaden",190,400,140,392,NA,3,5,1,4,TRUE,TRUE,NA,210,52.5,252,63,52920,84672000,924,14784,462,3696
"11509",882,882,12950557,12,3,5,"47.5","62.75","98.25","96",60,15,-1,-1,1375,1245,1247,332,332,"Förderungen lukrieren","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",79,"classic","UÖ9",1375,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","Budgetschonung",190,393,251,384,NA,3,5,1,2,TRUE,FALSE,NA,203,50.75,133,33.25,26999,43198400,672,10752,336,2688
"11511",882,882,12950729,9,4,3,"49","46.5","96.75","67",48,12,-1,-1,1247,1375,1249,333,333,"Beschaffenheit des Baugrunds nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",80,"classic","UV1",1247,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- Materialaufbau <br>- Grundwasser <br>- Bestandseinbauten <br>- Kriegsdelikte","	- Mehrkosten <br>- zeitliche Verzögerung <br>- Gefährdung von Personen und Strukturen",196,387,186,268,NA,3,5,2,3,TRUE,FALSE,NA,191,47.75,82,20.5,15662,25059200,546,8736,273,2184
"11513",882,882,12950901,9,4,4,"50.75","44.5","97.5","98.25",64,16,-1,-1,1249,1247,1251,334,334,"Altbestand nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",81,"classic","UV2",1249,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- Gebäude am Baufeld tlw. in Betrieb <br>- Bestandsunterlagen zur Statik liegen nicht vor","	- Mehrkosten <br>- zeitliche Verzögerung Umsetzungsprojekt <br>- Gefährdung von Personen und Strukturen",203,390,178,393,NA,3,5,1,3,TRUE,FALSE,NA,187,46.75,215,53.75,40205,64328000,804,12864,402,3216
"11515",882,882,12951073,12,4,5,"56","20","100","43.5",80,20,-1,-1,1251,1249,1253,335,335,"nicht einschätzbare Beschaffungsmarkt-  und -angebotspreisentwicklung,","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",82,"classic","UV3",1251,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt durch fehlende Finanzierung nicht einhaltbar",224,400,80,174,NA,3,5,3,4,TRUE,TRUE,NA,176,44,94,23.5,16544,26470400,540,8640,270,2160
